,session,subject,parent_adj_nps,child_adj_nps,parent_indef_def_adj_nps
133196,5,150,a plastic,,a plastic
133202,5,150,the grapes,,the grapes
133203,5,150,the grapes,,the grapes
133218,5,150,the bucket,,the bucket
133260,5,150,a half,,a half
133276,5,150,the way,,the way
133295,5,150,a box,,a box
133300,5,150,the box,,the box
133330,5,150,the monsters,,the monsters
133331,5,150,a monster,,a monster
133341,5,150,the monsters,,the monsters
133343,5,150,the monsters,,the monsters
133367,5,150,a pepper,,a pepper
133378,5,150,a cucumber,,a cucumber
133393,5,150,a Lunchable,,a Lunchable
133403,5,150,a chair,,a chair
133418,5,150,a banana,,a banana
133456,5,150,a bit,,a bit
133457,5,150,a cracker,,a cracker
133466,5,150,the cat,,the cat
133472,5,150,a piece,,a piece
133480,5,150,a sandwich,,a sandwich
133529,5,150,a cheese,,a cheese
133559,5,150,a bus,,a bus
133567,5,150,the castle,,the castle
133568,5,150,the palace,,the palace
133570,5,150,the palace,,the palace
133584,5,150,a piece,,a piece
133622,5,150,a bit,,a bit
133627,5,150,a sip,,a sip
133652,5,150,the ball,,the ball
133665,5,150,a puppy,,a puppy
133669,5,150,a puppy,,a puppy
133674,5,150,a horse,,a horse
133676,5,150,a sheep,,a sheep
133678,5,150,a pig,,a pig
133687,5,150,a puppy,,a puppy
133688,5,150,a puppy,,a puppy
133695,5,150,the tongue,,the tongue
133727,5,150,the floor,,the floor
133729,5,150,the table,,the table
133737,5,150,the monster,,the monster
133738,5,150,a cookie,,a cookie
133742,5,150,a mess,,a mess
133787,5,151,the kitchen,,the kitchen
133815,5,151,a lot,,a lot
133822,5,151,the hallway,,the hallway
133826,5,151,the light,,the light
133829,5,151,the ball,,the ball
133856,5,151,a team,,a team
133870,5,151,the ball,,the ball
133872,5,151,the ball,,the ball
133877,5,151,the telephone,,the telephone
133879,5,151,the baby,,the baby
133895,5,151,the ball,,the ball
133899,5,151,the ball,,the ball
133905,5,151,the ball,,the ball
133923,5,151,the ball,,the ball
133936,5,151,the ball,,the ball
133950,5,151,a lot,,a lot
133954,5,151,a mess,,a mess
133955,5,151,the lid,,the lid
133957,5,151,the fire,,the fire
133973,5,151,the stove,,the stove
133999,5,151,a lot,,a lot
134021,5,151,the pot,,the pot
134023,5,151,the lid,,the lid
134025,5,151,the wisk,,the wisk
134033,5,151,a bite,,a bite
134074,5,151,the kitchen,,the kitchen
134088,5,151,a diaper,,a diaper
134089,5,151,a lot,,a lot
134090,5,151,a lot,,a lot
134093,5,151,the light,,the light
134102,5,151,the printer,,the printer
134115,5,151,a diaper,,a diaper
134144,5,151,the baby,,the baby
134152,5,151,the tiger,,the tiger
134174,5,151,a diaper,,a diaper
134175,5,151,the back,,the back
134205,5,151,a lot,,a lot
134218,5,151,the hallway,,the hallway
134237,5,151,the ball,,the ball
134244,5,151,the tub,,the tub
134259,5,151,the boxes,,the boxes
134267,5,151,the ball,,the ball
134278,5,151,the ball,,the ball
134289,5,151,the tiger,,the tiger
134296,5,151,the ball,,the ball
134310,5,151,the music,,the music
134311,5,151,a station,,a station
134314,5,151,a station,,a station
134321,5,151,the buttons,,the buttons
134330,5,151,the count,,the count
134356,5,151,a TV,,a TV
134360,5,151,a TV,,a TV
134361,5,151,a TV,,a TV
134399,5,151,a lot,,a lot
134431,5,151,the tea,,the tea
134441,5,151,the computer,,the computer
134446,5,151,the computer,,the computer
134494,5,151,the computer,,the computer
134518,5,151,the spaceship,,the spaceship
134537,5,151,the pool,,the pool
134547,5,151,the beach,,the beach
134548,5,151,the beach,,the beach
134572,5,151,the tray,,the tray
134574,5,151,the diningroom,,the diningroom
134578,5,151,the paper,,the paper
134585,5,151,the music,,the music
134591,5,151,the hallway,,the hallway
134598,5,151,the picture,,the picture
134600,5,151,the airport,,the airport
134605,5,151,the slideshow,,the slideshow
134611,5,151,the airport,,the airport
134674,5,151,the butterflies,,the butterflies
134678,5,151,the elevator,,the elevator
134684,5,151,the elevator,,the elevator
134685,5,151,the slide,,the slide
134687,5,151,the treehouse,,the treehouse
134705,5,151,the stars,,the stars
134724,5,151,a lot,,a lot
134747,5,151,the bathroom,,the bathroom
134750,5,151,the bathroom,,the bathroom
134752,5,151,the bedroom,,the bedroom
134754,5,151,the bedroom,,the bedroom
134755,5,151,the bedroom,,the bedroom
134756,5,151,the bedroom,,the bedroom
134778,5,151,the door,,the door
134864,5,151,the train,,the train
134866,5,151,the sharks,,the sharks
134873,5,151,the choochoo,,the choochoo
134877,5,151,the train,,the train
134878,5,151,the tunnel,,the tunnel
134882,5,151,the choochoo,,the choochoo
134894,5,151,the train,,the train
134897,5,151,the bridge,,the bridge
134899,5,151,the way,,the way
134915,5,151,the bridge,,the bridge
134924,5,151,a ride,,a ride
134925,5,151,a ride,,a ride
134930,5,151,the face,,the face
134934,5,151,the top,,the top
134946,5,151,the train,,the train
134948,5,151,the train,,the train
134973,5,151,the one,,the one
134996,5,151,the balls,,the balls
135002,5,151,a lot,,a lot
135072,5,151,the soap,,the soap
135075,5,151,the clothes,,the clothes
135093,5,151,a bath,,a bath
135135,5,151,the water,,the water
135169,5,151,the window,,the window
135172,5,151,the water,,the water
135184,5,151,the window,,the window
135204,5,151,the window,,the window
135222,5,151,the washer,,the washer
135303,5,151,the fish,,the fish
135309,5,151,the bridge,,the bridge
135327,5,151,a #,,a #
135328,5,151,a roller,,a roller
135331,5,151,a roller,,a roller
135335,5,151,the cookie,,the cookie
135340,5,151,the cookie,,the cookie
135361,5,151,the tent,,the tent
135399,5,151,a guy,,a guy
135405,5,151,the brother,,the brother
135407,5,151,the brother,,the brother
135425,5,151,the tent,,the tent
135459,5,152,a farm,,a farm
135467,5,152,a firefighter,,a firefighter
135468,5,152,a firefighter,,a firefighter
135470,5,152,a chick,,a chick
135474,5,152,a dog,,a dog
135476,5,152,a rabbit,,a rabbit
135498,5,152,a car,,a car
135501,5,152,the screen,,the screen
135504,5,152,a crash,,a crash
135505,5,152,a dolly,,a dolly
135538,5,152,the breakfast,,the breakfast
135540,5,152,the time,,the time
135543,5,152,a snack,,a snack
135544,5,152,a snack,,a snack
135545,5,152,the morning,,the morning
135572,5,152,a name,,a name
135575,5,152,the #,,the #
135576,5,152,a piece,,a piece
135580,5,152,the book,,the book
135586,5,152,the chairs,,the chairs
135598,5,152,a load,,a load
135610,5,152,a garage,,a garage
135617,5,152,a marathon,,a marathon
135619,5,152,a break,,a break
135623,5,152,a belly,,a belly
135640,5,152,the case,,the case
135642,5,152,a bottom,,a bottom
135656,5,152,a belly,,a belly
135660,5,152,a leg,,a leg
135662,5,152,a leg,,a leg
135670,5,152,the alphabet,,the alphabet
135773,5,152,a line,,a line
135775,5,152,the way,,the way
135779,5,152,a line,,a line
135780,5,152,the teacher,,the teacher
135789,5,152,a loop,,a loop
135792,5,152,a marker,,a marker
135804,5,152,a girl,,a girl
135813,5,152,a lot,,a lot
135827,5,152,a circle,,a circle
135828,5,152,a line,,a line
135836,5,152,the case,,the case
135841,5,152,the laundry,,the laundry
135844,5,152,a hug,,a hug
135854,5,152,the babies,,the babies
135864,5,152,the couch,,the couch
135865,5,152,the markers,,the markers
135870,5,152,a shirt,,a shirt
135878,5,152,a dress,,a dress
135879,5,152,a outfit,,a outfit
135897,5,152,a rag,,a rag
135899,5,152,the washingmachine,,the washingmachine
135917,5,152,a stain,,a stain
135921,5,152,the slide,,the slide
135922,5,152,the slide,,the slide
135923,5,152,the rollercoaster,,the rollercoaster
135935,5,152,the babies,,the babies
135946,5,152,a book,,a book
135960,5,152,a morning,,a morning
135969,5,152,a bit,,a bit
135995,5,152,a stain,,a stain
135997,5,152,the wash,,the wash
135998,5,152,the trains,,the trains
135999,5,152,the train,,the train
136018,5,152,a hour,,a hour
136022,5,152,the wash,,the wash
136037,5,152,a morning,,a morning
136069,5,152,the drawers,,the drawers
136079,5,152,a load,,a load
136105,5,152,the bottle,,the bottle
136126,5,152,the room,,the room
136169,5,152,the hill,,the hill
136196,5,152,a name,,a name
136197,5,152,the garage,,the garage
136203,5,152,the hill,,the hill
136209,5,152,a name,,a name
136211,5,152,the bridge,,the bridge
136216,5,152,a roundhouse,,a roundhouse
136217,5,152,a roundhouse,,a roundhouse
136218,5,152,a roundhouse,,a roundhouse
136219,5,152,the roundhouse,,the roundhouse
136220,5,152,a set,,a set
136234,5,152,a minute,,a minute
136246,5,152,a meeting,,a meeting
136279,5,152,the bathtub,,the bathtub
136283,5,152,the trains,,the trains
136293,5,152,a bridge,,a bridge
136294,5,152,a bridge,,a bridge
136304,5,152,the morning,,the morning
136310,5,152,the pig,,the pig
136321,5,152,a kid,,a kid
136325,5,152,the matter,,the matter
136330,5,152,the base,,the base
136358,5,152,a train,,a train
136364,5,152,a poop,,a poop
136365,5,152,the table,,the table
136390,5,152,the table,,the table
136471,5,152,a dress,,a dress
136488,5,152,the crib,,the crib
136491,5,152,the trick,,the trick
136493,5,152,a thing,,a thing
136527,5,152,a flower,,a flower
136534,5,152,a Cookie_Monster,,a Cookie_Monster
136537,5,152,the door,,the door
136546,5,152,a car,,a car
136562,5,152,the beef,,the beef
136626,5,152,a church,,a church
136632,5,152,the hole,,the hole
136900,5,153,the light,,the light
136938,5,153,the way,,the way
136943,5,153,the room,,the room
136945,5,153,the step,,the step
136956,5,153,a couple,,a couple
136972,5,153,the bus,,the bus
136973,5,153,the bus,,the bus
137054,5,153,the wall,,the wall
137148,5,153,the boss,,the boss
137164,5,153,the music,,the music
137184,5,153,the button,,the button
137198,5,153,a bit,,a bit
137261,5,153,the way,,the way
137284,5,153,a kiss,,a kiss
137330,5,153,the ones,,the ones
137359,5,153,a boy,,a boy
137360,5,153,a lot,,a lot
137367,5,153,a cracker,,a cracker
137377,5,153,a #,,a #
137467,5,153,the fruit,,the fruit
137470,5,153,a plate,,a plate
137483,5,153,the step,,the step
137487,5,153,the TV,,the TV
137498,5,153,a break,,a break
137556,5,153,the wood,,the wood
137558,5,153,the wood,,the wood
137565,5,153,the fireman,,the fireman
137569,5,153,the teacher,,the teacher
137595,5,153,the end,,the end
137612,5,153,a tower,,a tower
137734,5,153,a band,,a band
137746,5,153,the TV,,the TV
137747,5,153,the TV,,the TV
137777,5,153,the background,,the background
137799,5,153,the trampoline,,the trampoline
137811,5,153,the light,,the light
137825,5,153,a mind,,a mind
137866,5,153,the ball,,the ball
137867,5,153,the kitchen,,the kitchen
137871,5,153,the ball,,the ball
137872,5,153,the sink,,the sink
137914,5,153,the baby,,the baby
137915,5,153,the highchair,,the highchair
137998,5,153,a couple,,a couple
138025,5,153,a basket,,a basket
138054,5,153,the ball,,the ball
138057,5,153,the ball,,the ball
138059,5,153,a turn,,a turn
138098,5,153,the ball,,the ball
138120,5,153,the pottychair,,the pottychair
138140,5,153,the phone,,the phone
138147,5,153,a boy,,a boy
138170,5,153,the stairs,,the stairs
138176,5,153,the phone,,the phone
138178,5,153,the lights,,the lights
138188,5,153,the door,,the door
138198,5,153,a bag,,a bag
138249,5,153,a cow,,a cow
138281,5,153,a sheep,,a sheep
138293,5,153,a horse,,a horse
138338,5,153,the phone,,the phone
138349,5,153,a walker,,a walker
138351,5,153,a job,,a job
138399,5,153,the floor,,the floor
138474,5,153,a minutes,,a minutes
138506,5,153,the trampoline,,the trampoline
138528,5,153,the trampoline,,the trampoline
138529,5,153,the slide,,the slide
138540,5,153,a second,,a second
138573,5,153,the door,,the door
138588,5,153,the slide,,the slide
138589,5,153,the bars,,the bars
138604,5,153,a helper,,a helper
138610,5,153,the bars,,the bars
138622,5,153,the middle,,the middle
138652,5,153,the bar,,the bar
138674,5,153,the phone,,the phone
138685,5,153,the light,,the light
138694,5,153,the phone,,the phone
138723,5,153,the phone,,the phone
138724,5,153,the time,,the time
138773,5,153,the kitchen,,the kitchen
138796,5,153,a minutes,,a minutes
138919,5,156,a drink,,a drink
138941,5,156,the door,,the door
139020,5,156,a song,,a song
139183,5,156,a bang,,a bang
139233,5,156,a mosquito,,a mosquito
139334,5,156,the slide,,the slide
139350,5,156,the slide,,the slide
139380,5,156,a run,,a run
139410,5,156,the block,,the block
139413,5,156,the bucket,,the bucket
139415,5,156,the bucket,,the bucket
139430,5,156,a dolphin,,a dolphin
139459,5,156,a crab,,a crab
139468,5,156,a fish,,a fish
139476,5,156,the grass,,the grass
139488,5,156,the buckets,,the buckets
139501,5,156,the slide,,the slide
139505,5,156,the slide,,the slide
139517,5,156,a kiss,,a kiss
139567,5,156,a yawn,,a yawn
139574,5,156,the slide,,the slide
139624,5,156,the slide,,the slide
139628,5,156,the house,,the house
139674,5,156,the bus,,the bus
139696,5,156,the windows,,the windows
139756,5,156,the slide,,the slide
139795,5,156,a drink,,a drink
139799,5,156,the slide,,the slide
139849,5,156,a drink,,a drink
139853,5,156,a drink,,a drink
139856,5,156,a while,,a while
139895,5,156,the car,,the car
139943,5,156,the car,,the car
139958,5,156,a spiderweb,,a spiderweb
139972,5,156,a drink,,a drink
139974,5,156,a snack,,a snack
140039,5,156,the couch,,the couch
140065,5,156,a house,,a house
140070,5,156,a house,,a house
140075,5,156,a pumpkin,,a pumpkin
140092,5,156,a star,,a star
140101,5,156,a boy,,a boy
140103,5,156,a boy,,a boy
140108,5,156,the girl,,the girl
140117,5,156,a minute,,a minute
140143,5,156,a color,,a color
140148,5,156,a mark,,a mark
140192,5,156,the crayons,,the crayons
140215,5,156,a minute,,a minute
140226,5,156,the triangles,,the triangles
140239,5,156,the squares,,the squares
140332,5,156,the basket,,the basket
140333,5,156,the girl,,the girl
140335,5,156,the chicken,,the chicken
140359,5,156,the piggy,,the piggy
140370,5,156,a horsie,,a horsie
140373,5,156,the cow,,the cow
140380,5,156,the owl,,the owl
140400,5,156,a drink,,a drink
140411,5,156,the zoo,,the zoo
140497,5,156,a panda,,a panda
140517,5,156,the owl,,the owl
140531,5,156,the mouse,,the mouse
140541,5,156,the bunny,,the bunny
140547,5,156,the cards,,the cards
140549,5,156,a nap,,a nap
140571,5,156,a drink,,a drink
140608,5,156,a drink,,a drink
140617,5,156,the potty,,the potty
140633,5,156,the potty,,the potty
140637,5,156,the toys,,the toys
140644,5,156,a drink,,a drink
140672,5,156,a snack,,a snack
140699,5,156,the straw,,the straw
140714,5,156,a cup,,a cup
140722,5,156,a cup,,a cup
140738,5,156,the butterfly,,the butterfly
140744,5,156,a snack,,a snack
140757,5,156,the stars,,the stars
140759,5,156,a book,,a book
140763,5,156,the book,,the book
140813,5,157,the one,,the one
140834,5,157,a stand,,a stand
140838,5,157,the front,,the front
140853,5,157,the movies,,the movies
140862,5,157,a wedding,,a wedding
140864,5,157,a wedding,,a wedding
140875,5,157,the ball,,the ball
140876,5,157,the wedding,,the wedding
140882,5,157,the dress,,the dress
140883,5,157,the dress,,the dress
140885,5,157,the dress,,the dress
140925,5,157,the arms,,the arms
140926,5,157,a dress,,a dress
140927,5,157,a nightgown,,a nightgown
140928,5,157,a dress,,a dress
140929,5,157,a nightgown,,a nightgown
140933,5,157,the stand,,the stand
140938,5,157,the nightgown,,the nightgown
140939,5,157,the party,,the party
140969,5,157,the doll,,the doll
140980,5,157,the dresses,,the dresses
140997,5,157,the dress,,the dress
141024,5,157,the costumes,,the costumes
141047,5,157,the belt,,the belt
141067,5,157,the earrings,,the earrings
141119,5,157,the hearts,,the hearts
141127,5,157,the ear,,the ear
141135,5,157,a pair,,a pair
141162,5,157,the counter,,the counter
141242,5,157,the paper,,the paper
141302,5,157,the school,,the school
141325,5,157,the paper,,the paper
141334,5,157,a kiss,,a kiss
141346,5,157,a fit,,a fit
141391,5,157,a pair,,a pair
141405,5,157,a bag,,a bag
141511,5,157,the stairs,,the stairs
141560,5,157,the one,,the one
141584,5,157,a coat,,a coat
141614,5,157,a walk,,a walk
141619,5,157,the car,,the car
141620,5,157,a block,,a block
141621,5,157,the car,,the car
141653,5,157,the sun,,the sun
141664,5,157,the school,,the school
141666,5,157,the field,,the field
141668,5,157,the field,,the field
141671,5,157,the street,,the street
141686,5,157,the park,,the park
141697,5,157,a rest,,a rest
141698,5,157,a rest,,a rest
141747,5,157,the tree,,the tree
141754,5,157,the tree,,the tree
141769,5,157,the tree,,the tree
141808,5,157,the grass,,the grass
141823,5,157,a piggyback,,a piggyback
141834,5,157,the Moms,,the Moms
141839,5,157,the mountain,,the mountain
141875,5,157,the mountain,,the mountain
141879,5,157,the monster,,the monster
141880,5,157,a monster,,a monster
141887,5,157,the kids,,the kids
141892,5,157,the hill,,the hill
141913,5,157,the costume,,the costume
141914,5,157,a costume,,a costume
141947,5,157,the mud,,the mud
141948,5,157,the mud,,the mud
141958,5,157,the mud,,the mud
141962,5,157,the mud,,the mud
141988,5,157,the mud,,the mud
141990,5,157,the line,,the line
142005,5,157,a piggyback,,a piggyback
142052,5,157,a piggyback,,a piggyback
142056,5,157,the street,,the street
142098,5,157,the leaves,,the leaves
142104,5,157,the tires,,the tires
142122,5,157,the step,,the step
142124,5,157,the house,,the house
142126,5,157,the chair,,the chair
142164,5,157,a while,,a while
142165,5,157,the kids,,the kids
142167,5,157,the whistle,,the whistle
142172,5,157,a spider,,a spider
142173,5,157,a parachuting,,a parachuting
142174,5,157,a skeleton,,a skeleton
142175,5,157,the table,,the table
142177,5,157,a skeleton,,a skeleton
142190,5,157,a party,,a party
142216,5,157,the pumpkin,,the pumpkin
142227,5,157,the portion,,the portion
142232,5,157,the counter,,the counter
142234,5,157,a peak,,a peak
142237,5,157,a look,,a look
142241,5,157,a lunch,,a lunch
142249,5,157,the potty,,the potty
142279,5,157,a bit,,a bit
142280,5,157,a bit,,a bit
142281,5,157,the rest,,the rest
142294,5,157,a toy,,a toy
142301,5,157,a parachute,,a parachute
142337,5,157,a pumpkin,,a pumpkin
142452,5,157,a grumpzilla,,a grumpzilla
142472,5,157,a hotdog,,a hotdog
142505,5,157,a hinder,,a hinder
142542,5,157,the counter,,the counter
142569,5,157,a lollypop,,a lollypop
142570,5,157,a lollypop,,a lollypop
142577,5,157,the toy,,the toy
142590,5,157,a while,,a while
142616,5,157,the table,,the table
142642,5,157,a yogurt,,a yogurt
142736,5,157,the counter,,the counter
142749,5,157,a sandwich,,a sandwich
142773,5,157,the camera,,the camera
142792,5,157,a salami,,a salami
142815,5,157,the ghosts,,the ghosts
142817,5,157,the dark,,the dark
142830,5,157,a minute,,a minute
142831,5,157,a minute,,a minute
142843,5,157,a spoon,,a spoon
142846,5,157,a spoon,,a spoon
142848,5,157,the fork,,the fork
142850,5,157,the fork,,the fork
142866,5,157,a pumpkin,,a pumpkin
142870,5,157,the person,,the person
142872,5,157,the game,,the game
142887,5,157,the letter,,the letter
142890,5,157,the letter,,the letter
142909,5,157,a lot,,a lot
142912,5,157,the table,,the table
142924,5,157,the middle,,the middle
142928,5,157,the chair,,the chair
142941,5,157,a second,,a second
142943,5,157,a suction,,a suction
142944,5,157,a suction,,a suction
142962,5,157,the seal,,the seal
142965,5,157,the air,,the air
142969,5,157,the seal,,the seal
142970,5,157,the seal,,the seal
142976,5,157,the seal,,the seal
142988,5,157,the kind,,the kind
142991,5,157,the air,,the air
142994,5,157,the seal,,the seal
142999,5,157,a bag,,a bag
143000,5,157,a bag,,a bag
143001,5,157,the water,,the water
143027,5,157,the squirrels,,the squirrels
143028,5,157,the squirrels,,the squirrels
143030,5,157,the squirrels,,the squirrels
143032,5,157,the squirrels,,the squirrels
143038,5,157,a lot,,a lot
143039,5,157,a lot,,a lot
143041,5,157,a lot,,a lot
143062,5,157,the table,,the table
143064,5,157,the table,,the table
143125,5,157,the days,,the days
143130,5,157,the days,,the days
143131,5,157,the day,,the day
143133,5,157,the season,,the season
143135,5,157,a knock,,a knock
143137,5,157,a knock,,a knock
143153,5,157,the store,,the store
143157,5,157,a special,,a special
143190,5,157,the spiders,,the spiders
143193,5,157,the table,,the table
143195,5,157,the plumber,,the plumber
143197,5,157,the book,,the book
143222,5,158,a mess,,a mess
143232,5,158,the garage,,the garage
143234,5,158,the couch,,the couch
143238,5,158,the taxi,,the taxi
143239,5,158,the taxi,,the taxi
143248,5,158,the taxi,,the taxi
143253,5,158,the door,,the door
143255,5,158,the door,,the door
143258,5,158,the taxi,,the taxi
143259,5,158,the airport,,the airport
143260,5,158,the airport,,the airport
143262,5,158,the airport,,the airport
143265,5,158,the sky,,the sky
143268,5,158,the air+plane,,the air+plane
143271,5,158,the air+plane,,the air+plane
143274,5,158,the clouds,,the clouds
143275,5,158,the sky,,the sky
143279,5,158,the air+plane,,the air+plane
143281,5,158,a trip,,a trip
143293,5,158,a propeller,,a propeller
143296,5,158,the sky,,the sky
143297,5,158,the sky,,the sky
143300,5,158,the taxi,,the taxi
143301,5,158,the taxi,,the taxi
143304,5,158,the plane,,the plane
143307,5,158,the doors,,the doors
143309,5,158,a race+car,,a race+car
143318,5,158,a front,,a front
143346,5,158,the cactus,,the cactus
143347,5,158,the pricklies,,the pricklies
143351,5,158,the airport,,the airport
143352,5,158,the airport,,the airport
143356,5,158,the air+planes,,the air+planes
143358,5,158,the air+planes,,the air+planes
143359,5,158,a helicopter,,a helicopter
143362,5,158,the helicopter,,the helicopter
143363,5,158,the box,,the box
143364,5,158,the box,,the box
143365,5,158,the helicopter,,the helicopter
143368,5,158,the box,,the box
143374,5,158,the helicopter,,the helicopter
143383,5,158,the helicopter,,the helicopter
143384,5,158,the helicopter,,the helicopter
143405,5,158,a cone,,a cone
143412,5,158,the man,,the man
143417,5,158,the helicopter,,the helicopter
143419,5,158,the helicopter,,the helicopter
143423,5,158,the window,,the window
143431,5,158,the helicopter,,the helicopter
143433,5,158,the helicopter,,the helicopter
143436,5,158,the ambulance,,the ambulance
143437,5,158,the ambulance,,the ambulance
143438,5,158,the ambulance,,the ambulance
143447,5,158,the helicopter,,the helicopter
143454,5,158,a driver,,a driver
143457,5,158,the ambulance,,the ambulance
143466,5,158,the helicopter,,the helicopter
143469,5,158,the bag,,the bag
143472,5,158,the helicopter,,the helicopter
143481,5,158,the helicopter,,the helicopter
143484,5,158,a monster,,a monster
143488,5,158,the camera,,the camera
143489,5,158,the camera,,the camera
143495,5,158,the trunk,,the trunk
143496,5,158,the trunk,,the trunk
143502,5,158,the door,,the door
143510,5,158,a stretcher,,a stretcher
143513,5,158,a nap,,a nap
143514,5,158,the barn,,the barn
143517,5,158,the groceries,,the groceries
143542,5,158,a dog,,a dog
143543,5,158,a dog,,a dog
143549,5,158,the dog,,the dog
143558,5,158,the animals,,the animals
143559,5,158,the animals,,the animals
143560,5,158,a dog,,a dog
143561,5,158,a kangaroo,,a kangaroo
143562,5,158,a baby,,a baby
143563,5,158,a joey,,a joey
143568,5,158,the giraffe,,the giraffe
143579,5,158,a truck,,a truck
143583,5,158,a sip,,a sip
143597,5,158,a time,,a time
143602,5,158,a fire+truck,,a fire+truck
143605,5,158,a kitty+cat,,a kitty+cat
143609,5,158,a police+car,,a police+car
143619,5,158,the cat,,the cat
143627,5,158,the ladder,,the ladder
143629,5,158,the spots,,the spots
143639,5,158,a tiger,,a tiger
143647,5,158,the park,,the park
143648,5,158,the sun,,the sun
143649,5,158,a couple,,a couple
143657,5,158,the top,,the top
143670,5,158,a hug,,a hug
143701,5,158,a spots,,a spots
143702,5,158,a dog,,a dog
143706,5,158,the day,,the day
143711,5,158,a poodle,,a poodle
143714,5,158,a boogie,,a boogie
143715,5,158,a tissue,,a tissue
143761,5,158,the hand,,the hand
143763,5,158,the hand,,the hand
143766,5,158,the poodle,,the poodle
143767,5,158,the poodle,,the poodle
143775,5,158,the poodle,,the poodle
143781,5,158,the poodle,,the poodle
143783,5,158,the poodle,,the poodle
143785,5,158,a fire+truck,,a fire+truck
143796,5,158,the silver,,the silver
143804,5,158,the dog,,the dog
143812,5,158,the dog,,the dog
143813,5,158,the dog,,the dog
143820,5,158,the dog,,the dog
143821,5,158,the dog,,the dog
143828,5,158,the pockets,,the pockets
143829,5,158,the giraffe,,the giraffe
143830,5,158,the giraffe,,the giraffe
143831,5,158,a mess,,a mess
143832,5,158,a mess,,a mess
143841,5,158,a mosquito,,a mosquito
143843,5,158,a boogie,,a boogie
143844,5,158,a mosquito,,a mosquito
143847,5,158,a mosquito,,a mosquito
143849,5,158,a mosquito,,a mosquito
143851,5,158,a word,,a word
143865,5,158,a pizza,,a pizza
143869,5,158,a boogie,,a boogie
143896,5,158,the table,,the table
143901,5,158,a turkey+dog,,a turkey+dog
143904,5,158,a turkey,,a turkey
143907,5,158,a feeling,,a feeling
143909,5,158,a bagel,,a bagel
143950,5,158,the turtle,,the turtle
143966,5,158,the car,,the car
143967,5,158,the car,,the car
143971,5,158,the birthday,,the birthday
143989,5,158,the duck,,the duck
144008,5,158,the end,,the end
144021,5,158,a one,,a one
144023,5,158,a fork,,a fork
144030,5,158,a car,,a car
144033,5,158,the car,,the car
144037,5,158,the wheels,,the wheels
144043,5,158,the side,,the side
144054,5,158,the silver,,the silver
144061,5,158,the lights,,the lights
144070,5,158,the lights,,the lights
144073,5,158,the lights,,the lights
144081,5,158,a boy,,a boy
144085,5,158,a time,,a time
144098,5,158,a pickle,,a pickle
144099,5,158,a pickle,,a pickle
144118,5,158,the car,,the car
144121,5,158,the silver,,the silver
144124,5,158,the silver,,the silver
144126,5,158,the silver,,the silver
144127,5,158,the silver,,the silver
144131,5,158,the car,,the car
144133,5,158,the car,,the car
144137,5,158,the door,,the door
144138,5,158,the car,,the car
144151,5,158,a plane,,a plane
144160,5,158,the button,,the button
144175,5,158,the air+plane,,the air+plane
144186,5,158,a air+plane,,a air+plane
144199,5,158,the batteries,,the batteries
144212,5,158,the part,,the part
144221,5,158,a shirt,,a shirt
144225,5,158,a shirt,,a shirt
144254,5,158,the camera,,the camera
144258,5,158,a peep,,a peep
144271,5,158,the store,,the store
144291,5,158,a time,,a time
144292,5,158,a time,,a time
144304,5,159,the one,,the one
144319,5,159,the one,,the one
144340,5,159,a cake,,a cake
144360,5,159,the hat,,the hat
144362,5,159,a broom,,a broom
144372,5,159,a witch,,a witch
144375,5,159,a witch,,a witch
144376,5,159,the brooms,,the brooms
144382,5,159,a lice,,a lice
144384,5,159,the house,,the house
144393,5,159,the monster,,the monster
144485,5,159,a sounds,,a sounds
144494,5,159,a box,,a box
144496,5,159,a box,,a box
144504,5,159,the box,,the box
144505,5,159,the box,,the box
144507,5,159,the a,,the a
144529,5,159,a snack,,a snack
144537,5,159,a snack,,a snack
144541,5,159,the shoes,,the shoes
144546,5,159,a changeroo,,a changeroo
144555,5,159,a changeroonie,,a changeroonie
144576,5,159,the bathroom,,the bathroom
144577,5,159,the bathroom,,the bathroom
144593,5,159,a snack,,a snack
144596,5,159,a snack,,a snack
144601,5,159,a snack,,a snack
144611,5,159,the potty,,the potty
144620,5,159,the shoes,,the shoes
144621,5,159,the park,,the park
144626,5,159,the park,,the park
144644,5,159,the shoe,,the shoe
144647,5,159,the shoe,,the shoe
144685,5,159,the dinos,,the dinos
144719,5,159,the brace,,the brace
144741,5,159,the races,,the races
144773,5,159,the dishwasher,,the dishwasher
144779,5,159,the top,,the top
144803,5,159,the table,,the table
144816,5,159,the box,,the box
144820,5,159,the box,,the box
144830,5,159,the park,,the park
144890,5,159,a snack,,a snack
144907,5,159,a matter,,a matter
144909,5,159,the watermelon,,the watermelon
144937,5,159,the dresses,,the dresses
144945,5,159,the table,,the table
144947,5,159,the deal,,the deal
144965,5,159,the #,,the #
144986,5,159,the basement,,the basement
144989,5,159,the basement,,the basement
145006,5,159,the pair,,the pair
145011,5,159,the glasses,,the glasses
145023,5,159,the airplane,,the airplane
145039,5,159,a box,,a box
145042,5,159,the coloring,,the coloring
145048,5,159,a green,,a green
145051,5,159,a green,,a green
145052,5,159,a green,,a green
145059,5,159,a box,,a box
145065,5,159,a box,,a box
145106,5,159,a mess,,a mess
145107,5,159,a mess,,a mess
